index,ground_truth,prediction,correct,edit_distance,gt_length,pred_length
11850,HARDING,HARDING,True,0,7,7
11851,BIGGLES,BIGGLES,True,0,7,7
11852,NOOTKA,NOOTKA,True,0,6,6
11853,BOUSTROPHEDONS,BOUDTROPHADONS,False,2,14,14
11854,REPOPULATES,REPOPULATES,True,0,11,11
11855,HAIRBALL,HAIRBALL,True,0,8,8
11856,FISSILE,FISSILE,True,0,7,7
11857,REMINISCENT,REMINISGENT,False,1,11,11
11858,JUN,JUN,True,0,3,3
11859,LIPIDS,LIPIDS,True,0,6,6
11860,ADSORBING,ADSORBING,True,0,9,9
11861,PHOBOS,PHOBOS,True,0,6,6
11862,COMMISSARS,COMMISSARS,True,0,10,10
11863,LEAKINESS,LEAKINESS,True,0,9,9
11864,DOMESTICITY,DOMESTICITY,True,0,11,11
11865,JETPORTS,JETPORTS,True,0,8,8
11866,BRYCE,BRYCE,True,0,5,5
11867,RECESSION,RECESSION,True,0,9,9
11868,LEGHORN,LEGHORN,True,0,7,7
11869,SPATTED,SPATTED,True,0,7,7
11870,CASCADES,GASCADES,False,1,8,8
11871,ASAP,ASAP,True,0,4,4
11872,SELFLESSNESS,SELFLESSNESS,True,0,12,12
11873,SONGSTERS,SONGSTERS,True,0,9,9
11874,PARCELS,PARCELS,True,0,7,7
11875,MEASLIEST,MEASLIEST,True,0,9,9
11876,WHIMPER,WHIMPER,True,0,7,7
11877,MUZZLING,MUZZLING,True,0,8,8
11878,PREEN,PREEN,True,0,5,5
11879,SKATEBOARDERS,SKATEHADNS,False,5,13,10
11880,SCAMP,SCAMP,True,0,5,5
11881,FALLOW,FALLOW,True,0,6,6
11882,SUZERAIN,SUZERAIN,True,0,8,8
11883,BRIEF,BRIEF,True,0,5,5
11884,BOLSTERS,BOLSTERS,True,0,8,8
11885,OVEREXTENDS,OVERENTENDS,False,1,11,11
11886,ELUDES,ELUDES,True,0,6,6
11887,ROLLERSKATING,HOLLFESKATING,False,3,13,13
11888,WHINNIES,WHINNIES,True,0,8,8
11889,DAUGHTERS,DAUGHTERS,True,0,9,9
11890,NOTABLY,NOTABLY,True,0,7,7
11891,THRESHED,THRESHED,True,0,8,8
11892,PRAGMATIST,PRAGMATIST,True,0,10,10
11893,DEMOTIC,DEMOTIC,True,0,7,7
11894,RELATEDNESS,RELATEDNESS,True,0,11,11
11895,ENLISTMENTS,ENLISTMENTS,True,0,11,11
11896,IMPORTANT,IMPORTANT,True,0,9,9
11897,GUANGZHOU,GUANGZHOU,True,0,9,9
11898,AUSPICES,AUSPICES,True,0,8,8
11899,ENFEEBLES,ENFEEBLES,True,0,9,9
11900,FIANCEE,FIANCEE,True,0,7,7
11901,HEARTTHROBS,HEARTHROBS,False,1,11,10
11902,PUMPKINS,PUMPKINS,True,0,8,8
11903,PHOTOSTATTING,PONTIG,False,8,13,6
11904,BLITHELY,BLITHELY,True,0,8,8
11905,COMPULSIVE,COMPULSIVE,True,0,10,10
11906,LASAGNAS,LASAGNAS,True,0,8,8
11907,NETTLE,NETTLE,True,0,6,6
11908,GUYANA,GUYANA,True,0,6,6
11909,CROONS,CROONS,True,0,6,6
11910,ESCALATES,ESCALATES,True,0,9,9
11911,QUIETER,QUIETER,True,0,7,7
11912,SAUNTERING,SAUNTERING,True,0,10,10
11913,RISKS,RISKS,True,0,5,5
11914,GOMPERS,GOMPERS,True,0,7,7
11915,NONCONDUCTOR,NONCONDUCTOR,True,0,12,12
11916,PAUPER,PAUPER,True,0,6,6
11917,PONTIAC,PONTIAA,False,1,7,7
11918,GUYANESE,GUMANESE,False,1,8,8
11919,INSTINCTIVE,INSTINCTIVE,True,0,11,11
11920,SATYRS,SATYRS,True,0,6,6
11921,CIRCULARS,CIRCULARS,True,0,9,9
11922,CHOPPINESS,CHOPPINESS,True,0,10,10
11923,BELFRIES,BELFRIES,True,0,8,8
11924,MAESTROS,MAESTROS,True,0,8,8
11925,LEAVEN,LEAVEN,True,0,6,6
11926,EMPLOYERS,EMPLOYERS,True,0,9,9
11927,TOPICAL,TOPICAL,True,0,7,7
11928,LANA,LANA,True,0,4,4
11929,INQUORATE,INQUORATE,True,0,9,9
11930,HYBRIDS,HYBRIDS,True,0,7,7
11931,COPULATED,COPULATED,True,0,9,9
11932,DIPSOMANIACS,DIPSOMANIACS,True,0,12,12
11933,INTERNATIONALIZED,ANTERVATIONALIZES,False,3,17,17
11934,IQALUIT,IQALUIT,True,0,7,7
11935,COLLECTIVE,COLLECTINE,False,1,10,10
11936,BAYBERRY,BAYBERRY,True,0,8,8
11937,FLOODGATE,FLOODGATE,True,0,9,9
11938,BUTTONING,BUTTONING,True,0,9,9
11939,UNCUT,UNCUT,True,0,5,5
11940,REEDY,REEDY,True,0,5,5
11941,CUNNINGHAM,CUNNINGHAM,True,0,10,10
11942,INTELLECTUAL,INTELLECTUAL,True,0,12,12
11943,REQUITES,REQUITES,True,0,8,8
11944,CHRISTENDOMS,CHRISTENDIOMS,False,1,12,13
11945,POLEMICS,POLEMICS,True,0,8,8
11946,GOLLIWOG,GOLLIWOG,True,0,8,8
11947,LARGOS,LARGOS,True,0,6,6
11948,OCEANUS,OCEANUS,True,0,7,7
11949,SHIPBUILDERS,SHIPBILDERS,False,1,12,11
11950,PISCES,PISCES,True,0,6,6
11951,LEFTISM,LEFTISM,True,0,7,7
11952,PRECARIOUSNESS,PRECARIOUSNESS,True,0,14,14
11953,LIFEGUARDS,LIFEGUARDS,True,0,10,10
11954,PARALLELING,PARALLELING,True,0,11,11
11955,ESPERSON,ESPERSON,True,0,8,8
11956,ROMULUS,ROMULUS,True,0,7,7
11957,FORGIVERS,FORGIVERS,True,0,9,9
11958,AVERAGED,AVERAGED,True,0,8,8
11959,RUBBISH,RUBBISH,True,0,7,7
11960,RANKLY,RANKLY,True,0,6,6
11961,TEARS,TEARS,True,0,5,5
11962,INEFFABLE,INEFFABLE,True,0,9,9
11963,DAIQUIRI,DAIQUIRI,True,0,8,8
11964,GHOSTWROTE,GHOSTWROTE,True,0,10,10
11965,BATTLEMENT,BATTLEMENT,True,0,10,10
11966,RFCS,RFCS,True,0,4,4
11967,SISAL,SISAL,True,0,5,5
11968,SASSAFRASES,SASSAFRASES,True,0,11,11
11969,ORGANIZATIONALLY,ORGANIZATIONALLY,True,0,16,16
11970,COLDS,COLDS,True,0,5,5
11971,MANATEE,MANATEE,True,0,7,7
11972,TOWNSMEN,TOWDSMEN,False,1,8,8
11973,UNPOPULAR,UNPOPULAR,True,0,9,9
11974,RUSTICA,RUSTICA,True,0,7,7
11975,SECTARIANS,SECTATIANS,False,1,10,10
11976,UNPRONOUNCEABLE,UNPRONOUNCEABLE,True,0,15,15
11977,ORNITHOLOGISTS,OMITHOLOGISTS,False,2,14,13
11978,BEDFELLOW,BEDFELLOW,True,0,9,9
11979,BATTLES,BATTLES,True,0,7,7
11980,SWIRLIER,SWIRLIER,True,0,8,8
11981,GIBBERS,GIBBERS,True,0,7,7
11982,OVERVALUED,OVERVALVED,False,1,10,10
11983,CONCEALERS,CONCEALERS,True,0,10,10
11984,SPRINTED,SPRINTED,True,0,8,8
11985,TUNEUPS,TUNEUPS,True,0,7,7
11986,HAPLOID,HAPLAID,False,1,7,7
11987,DEEPS,DEEPS,True,0,5,5
11988,EVASION,EVASION,True,0,7,7
11989,PROD,PROD,True,0,4,4
11990,THOROUGHBRED,THOROUGHBRED,True,0,12,12
11991,TROUPER,TROUPER,True,0,7,7
11992,MIFFS,MIFFS,True,0,5,5
11993,POTTY,POTTY,True,0,5,5
11994,CONFER,COMFIER,False,2,6,7
11995,WASTEFULLY,WASTEFULLY,True,0,10,10
11996,FURTHERMORE,FURTHERMONE,False,1,11,11
11997,BIASES,BIASES,True,0,6,6
11998,ACIDITY,ACIDITY,True,0,7,7
11999,LAVATORIAL,LAVATORIAL,True,0,10,10
12000,ATYPICAL,ATYPICAL,True,0,8,8
12001,SMOLLETT,SMOLLETT,True,0,8,8
12002,SPANIEL,SPANIEL,True,0,7,7
12003,FIGURINES,FIGURINES,True,0,9,9
12004,DOG,DOG,True,0,3,3
12005,DOOMSAYERS,DOOMSAVERS,False,1,10,10
12006,BOOKSELLERS,BOOKSELLERS,True,0,11,11
12007,WAYWARDLY,WAYWARDLY,True,0,9,9
12008,LINIMENT,LINIMENT,True,0,8,8
12009,SEMIFINAL,SEMIFINAL,True,0,9,9
12010,EULOGIZES,EULOGIZES,True,0,9,9
12011,IMPETUOUS,IMPETUOUS,True,0,9,9
12012,ELIDES,ELIDES,True,0,6,6
12013,UNDERBIDDING,UNDERBILDING,False,1,12,12
12014,CONFLATION,CONFLATION,True,0,10,10
12015,STRIPIER,STRIPIER,True,0,8,8
12016,SPANNED,SPANNED,True,0,7,7
12017,LARCENY,LARCENY,True,0,7,7
12018,MEZZANINES,MAZANINES,False,2,10,9
12019,ALCESTIS,ALCESTIS,True,0,8,8
12020,LEGROOM,LEGROOM,True,0,7,7
12021,SUSIE,SUSIE,True,0,5,5
12022,JENNINGS,JENNINGS,True,0,8,8
12023,PROMPTNESS,PROMPTNESS,True,0,10,10
12024,ALZHEIMER,ALZHEIMER,True,0,9,9
12025,BURROWED,BURROWED,True,0,8,8
12026,STENCILED,STENCILED,True,0,9,9
12027,HARICOTS,HARICOTS,True,0,8,8
12028,MATRICULATE,MATRICULATE,True,0,11,11
12029,ENCUMBER,ENCUMBER,True,0,8,8
12030,FROGMARCHING,FROGMARCHING,True,0,12,12
12031,FLOSS,FLOSS,True,0,5,5
12032,SEAMEN,SEAMEN,True,0,6,6
12033,WASHCLOTHS,WASHCLOTHS,True,0,10,10
12034,URINATING,URINATING,True,0,9,9
12035,SHRIVELED,SHRIVELED,True,0,9,9
12036,TAINE,TAINE,True,0,5,5
12037,LOUTISHLY,LOUTISHLY,True,0,9,9
12038,LACTIC,LACTIC,True,0,6,6
12039,PRINCES,PRINCES,True,0,7,7
12040,BOY,BOY,True,0,3,3
12041,SIXES,SIXES,True,0,5,5
12042,FLOPPING,FLOPPING,True,0,8,8
12043,BEAMS,REAMS,False,1,5,5
12044,BIOPSYING,BIOPSYING,True,0,9,9
12045,EFFERVESCE,EFFERVESCE,True,0,10,10
12046,BIGHORN,BIGHORN,True,0,7,7
12047,MARXIST,MARXIST,True,0,7,7
12048,REVERING,REVERING,True,0,8,8
12049,ANISETTE,ANISETTE,True,0,8,8
12050,ROOMIEST,ROOMIEST,True,0,8,8
12051,HONKER,HONKER,True,0,6,6
12052,WEEDERS,WEEDERS,True,0,7,7
12053,SLIPPAGE,SLIPPAGE,True,0,8,8
12054,YALE,YALE,True,0,4,4
12055,BARBECUE,BARBECUE,True,0,8,8
12056,BLINDED,BLINDED,True,0,7,7
12057,NULLIFIED,NULLIFED,False,1,9,8
12058,GAELS,GOELS,False,1,5,5
12059,COLORING,COLORING,True,0,8,8
12060,EXTRACT,EXTRACT,True,0,7,7
12061,ACTIVITIES,ACTRVITICS,False,2,10,10
12062,VIALS,VIALS,True,0,5,5
12063,FORMULATORS,COMISIONS,False,7,11,9
12064,ISAIAH,ISAITS,False,2,6,6
12065,REARRESTING,REARRESTING,True,0,11,11
12066,REASSIGNMENT,REASSIGNMENT,True,0,12,12
12067,AGRONOMISTS,AGRONOMISTS,True,0,11,11
12068,VARMINTS,VARMINTS,True,0,8,8
12069,DORSET,DORSET,True,0,6,6
12070,RESERVATION,RESERVATION,True,0,11,11
12071,BELLYFUL,BRLLKAUE,False,4,8,8
12072,LOVEYS,LOVEYS,True,0,6,6
12073,UNCHAPERONED,UNCHAPERONED,True,0,12,12
12074,UNSUBSTANTIAL,UNSUBSTANTIAL,True,0,13,13
12075,COGITATION,COGITATION,True,0,10,10
12076,FRATS,FRATS,True,0,5,5
12077,DIGNITARIES,DIGNITARIES,True,0,11,11
12078,WHITISH,WHITISH,True,0,7,7
12079,HATCHECKS,HATCHECKS,True,0,9,9
12080,SEES,SEES,True,0,4,4
12081,PRETERNATURAL,PRETERNATURAL,True,0,13,13
12082,JOYRODE,JOYRODE,True,0,7,7
12083,ANALYTICALLY,ANALYTICALLY,True,0,12,12
12084,SKEWS,SKEWS,True,0,5,5
12085,VERISIMILITUDE,VERISMILITULE,False,2,14,13
12086,MELVIN,MELVIN,True,0,6,6
12087,MOLDINGS,MOLDINGS,True,0,8,8
12088,GMB,GMB,True,0,3,3
12089,SPELEOLOGIST,PELECLOGIST,False,2,12,11
12090,BAWDY,BAWDY,True,0,5,5
12091,TANGERINES,TANGERINES,True,0,10,10
12092,EXHILARATING,EXHILARATING,True,0,12,12
12093,AUSTRALASIAN,AUSTRALASIAN,True,0,12,12
12094,TRAVIS,TRAVIS,True,0,6,6
12095,RANGING,RANGING,True,0,7,7
12096,CANDLED,CANDLED,True,0,7,7
12097,PLUSHLY,PLUSHLY,True,0,7,7
12098,JEMMYING,JEMMYING,True,0,8,8
12099,FOISTS,FOISTS,True,0,6,6
12100,NONRECURRING,NONREGCURRING,False,1,12,13
12101,AVARICIOUSLY,AVARICIOUSLY,True,0,12,12
12102,OVERAWE,OVERAWE,True,0,7,7
12103,SLAMMERS,STAMMERS,False,1,8,8
12104,ASCENDANCE,ASCENDENCE,False,1,10,10
12105,QUILTS,QUILTS,True,0,6,6
12106,PARALYZE,PARALYZE,True,0,8,8
12107,RADIOCARBON,RADIOCARBOY,False,1,11,11
12108,BLUFFED,BLUFFED,True,0,7,7
12109,MILTS,MILTS,True,0,5,5
12110,IDEALIZATIONS,IDEALIZATIONS,True,0,13,13
12111,GENERALISTS,GENERALISTS,True,0,11,11
12112,WARDER,WARDER,True,0,6,6
12113,SPERMICIDAL,SPEHIMICIDAN,False,3,11,12
12114,DIRKS,DIRKS,True,0,5,5
12115,REFRESHED,PEFRESHED,False,1,9,9
12116,PLEADS,PLEADS,True,0,6,6
12117,OBSTETRIC,OBSTETRIC,True,0,9,9
12118,ADJUDICATIVE,ADJUDICATIVE,True,0,12,12
12119,MEMORIALS,MEMORIALS,True,0,9,9
12120,REGISTRATIONS,REGISTRATIONS,True,0,13,13
12121,FRAME,FRAMO,False,1,5,5
12122,LIBERIAN,LIBERIAN,True,0,8,8
12123,ARIZ,ARIZ,True,0,4,4
12124,STILETTOS,STILETTOS,True,0,9,9
12125,CONRAIL,CONRAIL,True,0,7,7
12126,MESMERISM,MESMERISM,True,0,9,9
12127,SNOWMAN,SNOWMAN,True,0,7,7
12128,LUMBERMAN,LUMBERMAN,True,0,9,9
12129,VANCOUVER,VANCOUVER,True,0,9,9
12130,SNUGGLED,SNUGGLER,False,1,8,8
12131,ROUGE,ROUGE,True,0,5,5
12132,PICTOGRAPH,PICTOGRAPH,True,0,10,10
12133,SKOALS,SKOALS,True,0,6,6
12134,DRIVE,DRIVE,True,0,5,5
12135,MISTLETOE,MISTLETOE,True,0,9,9
12136,PICTURE,PICTURE,True,0,7,7
12137,ALDEN,ALDEN,True,0,5,5
12138,BOOKKEEPING,BOOKEEPING,False,1,11,10
12139,MAXIS,MAXIS,True,0,5,5
12140,GNOMES,GNOMES,True,0,6,6
12141,BILKED,BILKED,True,0,6,6
12142,INCENSE,INCENSE,True,0,7,7
12143,FOILS,FOILS,True,0,5,5
12144,INITIALIZED,INITIALIZED,True,0,11,11
12145,MUIR,MUIR,True,0,4,4
12146,TRANSFERAL,TRANSFERAL,True,0,10,10
12147,REFRESHING,REFRESHING,True,0,10,10
12148,ENLIVENMENT,ENLIVENMENT,True,0,11,11
12149,CONGESTING,CONGESTING,True,0,10,10
12150,HORSEFLIES,HORSEFLIES,True,0,10,10
12151,GERARD,GERARD,True,0,6,6
12152,CURED,CURED,True,0,5,5
12153,HITS,HITS,True,0,4,4
12154,APLENTY,APLENTY,True,0,7,7
12155,FIXES,FIXES,True,0,5,5
12156,LIMPING,LIMPING,True,0,7,7
12157,FREY,FREY,True,0,4,4
12158,AERATE,AERATE,True,0,6,6
12159,VELVETY,VELVETY,True,0,7,7
12160,ATHLETICALLY,ATHLETICALLY,True,0,12,12
12161,FOOTER,FOOTER,True,0,6,6
12162,STAMPS,STAMPS,True,0,6,6
12163,ACQUITTED,ACQUITTED,True,0,9,9
12164,MERCIA,MARAHA,False,3,6,6
12165,HE,HE,True,0,2,2
12166,OUTDOOR,OUTDOON,False,1,7,7
12167,15,16,False,1,2,2
12168,REINOCULATE,REINOCULATE,True,0,11,11
12169,MS,MS,True,0,2,2
12170,DRESSING,DRESSING,True,0,8,8
12171,DAMASKS,DAMASKS,True,0,7,7
12172,LAO,LAO,True,0,3,3
12173,CEDERS,LIDERS,False,2,6,6
12174,INFLOWS,INFLOWS,True,0,7,7
12175,CURE,CURE,True,0,4,4
12176,ISLAND,ISLAND,True,0,6,6
12177,AGGRAVATE,AGGRAVATE,True,0,9,9
12178,SHRILLER,SHRILLER,True,0,8,8
12179,TRUSTWORTHIEST,TRUSTWORTHEST,False,1,14,13
12180,SOLDERERS,SOLDERERS,True,0,9,9
12181,ABJECTNESS,ABYECTNESS,False,1,10,10
12182,SEGUNDO,SEGUNDO,True,0,7,7
12183,JACKS,JACKS,True,0,5,5
12184,BLUNDERS,BENDERS,False,2,8,7
12185,CALCULATING,CALCWLATING,False,1,11,11
12186,OFFICIATING,OFFICIATING,True,0,11,11
12187,AMPLITUDE,AMPLITUDE,True,0,9,9
12188,LEAK,LEAK,True,0,4,4
12189,HURON,HURON,True,0,5,5
12190,UNRAVELED,UNRAVELED,True,0,9,9
12191,CONDITION,CONDITION,True,0,9,9
12192,EPOXIES,EPOXIES,True,0,7,7
12193,BETHINK,BETHINK,True,0,7,7
12194,HOLIDAYMAKERS,HOLIDEYMAKERS,False,1,13,13
12195,LEISURE,LEISURE,True,0,7,7
12196,MEDITATIVELY,MEDITATIVELY,True,0,12,12
12197,BILABIAL,BILABIAL,True,0,8,8
12198,OVERDRAW,OANS,False,7,8,4
12199,MISNOMER,MISNOMER,True,0,8,8
12200,SANDWICH,SANDWICH,True,0,8,8
12201,STOCKBROKING,STOCKBROKING,True,0,12,12
12202,GEN,GEN,True,0,3,3
12203,CONVENIENT,CONVENIENT,True,0,10,10
12204,MORAVIAN,HORAYAN,False,3,8,7
12205,STABILIZERS,STABILIZERS,True,0,11,11
12206,MISANTHROPIC,MISANTHROPIC,True,0,12,12
12207,ACQUIRER,ACQUIRER,True,0,8,8
12208,INDOORS,INDOORS,True,0,7,7
12209,FUND,FUND,True,0,4,4
12210,TRIANGLE,TRIANGLE,True,0,8,8
12211,QUITCLAIM,CNVERATON,False,9,9,9
12212,INTAKE,INTAKE,True,0,6,6
12213,ABYSS,ABYSS,True,0,5,5
12214,UNREQUITED,UNREQUITES,False,1,10,10
12215,BURGERVILLE,BURGERVILLE,True,0,11,11
12216,STALEMATING,STALEMATING,True,0,11,11
12217,BROADMINDED,BROADMINDED,True,0,11,11
12218,BRICKLAYERS,BRICKLAYERS,True,0,11,11
12219,THROTTLERS,THROTTLERS,True,0,10,10
12220,FRACTIOUSNESS,FRACTIOUSNESS,True,0,13,13
12221,DITCHED,DITCHED,True,0,7,7
12222,EXASPERATES,EXASPORATES,False,1,11,11
12223,BLUISH,BLUISH,True,0,6,6
12224,SEDUCTRESSES,SEODUCTRESSES,False,1,12,13
12225,CENTERPIECE,GENTERPECE,False,2,11,10
12226,OUTPACES,OUTPACES,True,0,8,8
12227,DOWNSWING,DOWNSWING,True,0,9,9
12228,GROOVY,GROOVY,True,0,6,6
12229,RANKLED,RANKLED,True,0,7,7
12230,CROSSCHECK,CROSSCHECK,True,0,10,10
12231,PHASEOUT,PHASEOUT,True,0,8,8
12232,LYREBIRDS,LYREBIRDS,True,0,9,9
12233,REASSESSMENT,REASSESSMENT,True,0,12,12
12234,NOOTKA,NOOTKA,True,0,6,6
12235,ATOMIZE,ATOMIZE,True,0,7,7
12236,TURNABOUTS,TURNABOUTS,True,0,10,10
12237,MILERS,MILERS,True,0,6,6
12238,SHOUTER,SHOUTER,True,0,7,7
12239,OVEREXERCISES,OVEREXERCISES,True,0,13,13
12240,CONTIGUITY,CONTIGUITY,True,0,10,10
12241,JILTED,JILTED,True,0,6,6
12242,DEMONSTRATED,DEMONSTRATED,True,0,12,12
12243,VLF,VLF,True,0,3,3
12244,ORKNEY,ORKNEY,True,0,6,6
12245,SPORTSWOMAN,SPORTSWOMAN,True,0,11,11
12246,EQUALING,EQUALING,True,0,8,8
12247,LINTEL,LINTEL,True,0,6,6
12248,PRUDENT,PRUDENT,True,0,7,7
12249,CRUDDY,ANUDDY,False,2,6,6
12250,VIBRAHARPS,VIBRAHARPS,True,0,10,10
12251,CEREMONY,CEREMONY,True,0,8,8
12252,GORGAS,GORGAS,True,0,6,6
12253,STOPPER,STOPPER,True,0,7,7
12254,SANDY,SANDY,True,0,5,5
12255,QUENCHING,QUENCHING,True,0,9,9
12256,RENDEZVOUSED,RENDEZVOUSED,True,0,12,12
12257,FLATS,FLATS,True,0,5,5
12258,DISINGENUOUSLY,DISINGENUOUSLY,True,0,14,14
12259,MADAGASCANS,MADAGASCANS,True,0,11,11
12260,SOBERED,SOBERED,True,0,7,7
12261,SIMULACRUM,SIMULACRUM,True,0,10,10
12262,KOPECK,KOPECK,True,0,6,6
12263,ROCOCO,ROCOCO,True,0,6,6
12264,NOTARIZE,NOTARIZE,True,0,8,8
12265,TAGGERS,TAGGERS,True,0,7,7
12266,DEPARTMENTAL,DEPARTMENTAL,True,0,12,12
12267,CONVERTIBILITY,COVORIBLITY,False,4,14,11
12268,LEGISLATIVELY,LEGISLATIVELY,True,0,13,13
12269,ADVERTISEMENT,ADVERTISEMENT,True,0,13,13
12270,BOURBON,BOURBON,True,0,7,7
12271,GAMEST,GAMEST,True,0,6,6
12272,DISGRUNTLING,DISGRUNTLING,True,0,12,12
12273,KILLER,KILLER,True,0,6,6
12274,ABATTOIR,ABATTOIR,True,0,8,8
12275,SHARK,SHARK,True,0,5,5
12276,ESTEEM,ESTEEM,True,0,6,6
12277,CONDESCENDING,CONDESCENDING,True,0,13,13
12278,NEGLECTFUL,NEGLECTFUL,True,0,10,10
12279,UNDERVALUES,UNDERVALUES,True,0,11,11
12280,VIGNETTES,VIGNETTES,True,0,9,9
12281,SEMINOLE,STMANCLC,False,4,8,8
12282,PREFERS,PREFERS,True,0,7,7
12283,FREEHOLDERS,FREEHOLDERS,True,0,11,11
12284,KUMQUATS,KUMQUATS,True,0,8,8
12285,CRIMPS,CRIMPS,True,0,6,6
12286,GRIT,GRIT,True,0,4,4
12287,ROAMERS,ROAMERS,True,0,7,7
12288,VERITY,VERITY,True,0,6,6
12289,VASELINES,VASELINES,True,0,9,9
12290,LIVEN,LIVEN,True,0,5,5
12291,ANGUISHED,ANGUISHED,True,0,9,9
12292,GROWLING,GROWLING,True,0,8,8
12293,INFORMALITY,INFORMALITY,True,0,11,11
12294,CLANDESTINELY,CLANDESTINELY,True,0,13,13
12295,UNSOLVED,UNSOLVED,True,0,8,8
12296,1946,1946,True,0,4,4
12297,PHILLIP,PHILLIP,True,0,7,7
12298,DECEIVES,DECEIVES,True,0,8,8
12299,PORKERS,PORKERS,True,0,7,7
12300,PLACERS,PAER,False,3,7,4
12301,INTERREGNUMS,INTERREGNUMS,True,0,12,12
12302,JOKIEST,JOKIEST,True,0,7,7
12303,ARCHDEACON,ARCHDEACON,True,0,10,10
12304,PETTIFOG,PETTIFOG,True,0,8,8
12305,INTENSITIES,INTENSITIES,True,0,11,11
12306,TRAMPOLINED,TRAMPOLINED,True,0,11,11
12307,ENSHROUDED,ENSHROUDED,True,0,10,10
12308,LIBRETTISTS,LIBRETTISTS,True,0,11,11
12309,BYGONES,BYGONES,True,0,7,7
12310,ASPIRATIONS,ASPIRATIONS,True,0,11,11
12311,CUTANEOUS,CUTANEOUS,True,0,9,9
12312,MOCKERIES,BOCKERIES,False,1,9,9
12313,SAUTES,SAUTES,True,0,6,6
12314,EXCITERS,EXCITERS,True,0,8,8
12315,SHORTCUT,SHORTCUT,True,0,8,8
12316,CHUBS,CHUBS,True,0,5,5
12317,BARRENNESS,BARRENNESS,True,0,10,10
12318,PILAFS,PILAFS,True,0,6,6
12319,MASQUERADER,MASQUERADER,True,0,11,11
12320,PLATFORMED,PLATFORMED,True,0,10,10
12321,PONTIFFS,PONTIFFS,True,0,8,8
12322,TRANSLITERATES,TRANSLITERATES,True,0,14,14
12323,OUTSPENDING,OUTSPENDING,True,0,11,11
12324,SUCCEED,SUCCEED,True,0,7,7
12325,MERITORIOUSNESS,CECRITORIOUSNES,False,3,15,15
12326,ARMHOLE,ARMTOLE,False,1,7,7
12327,BOHEMIANS,BOHEMIANS,True,0,9,9
12328,YOGURT,YOGURT,True,0,6,6
12329,DUTEOUSLY,DUTEOUSLY,True,0,9,9
12330,FORGOES,FORGOES,True,0,7,7
12331,JACOBITE,JACOBITE,True,0,8,8
12332,PHYSIOTHERAPISTS,PHYSIOTHERAPISTS,True,0,16,16
12333,RELEASED,RELEASED,True,0,8,8
12334,BANJOIST,BANJOIST,True,0,8,8
12335,BRIEFED,BRIEFED,True,0,7,7
12336,EMBEZZLE,EMBEZZLE,True,0,8,8
12337,ANTHER,ANTHER,True,0,6,6
12338,CLAMPS,CLAMPS,True,0,6,6
12339,SPHEROIDAL,SPHEROIDAL,True,0,10,10
12340,SCULLED,SCULLED,True,0,7,7
12341,CHOIRBOY,CHOIRBOY,True,0,8,8
12342,VERSIONS,VERSIONS,True,0,8,8
12343,MISLABELED,MISLABELED,True,0,10,10
12344,NAMEABLE,NAMEABLE,True,0,8,8
12345,SHREWDEST,SHREWDEST,True,0,9,9
12346,PILGRIM,PILGRIM,True,0,7,7
12347,PIBROCH,PIBROCH,True,0,7,7
12348,CIAOS,CIAOS,True,0,5,5
12349,BLEAKEST,BLEAKEST,True,0,8,8
12350,SYLPHLIKE,SYLPIAKE,False,3,9,8
12351,VIDAL,VIDAL,True,0,5,5
12352,SEQUINED,SEQUINED,True,0,8,8
12353,DETRIMENTS,DETRIMENTS,True,0,10,10
12354,ROBERSON,ROBERSON,True,0,8,8
12355,FEELER,FEELER,True,0,6,6
12356,JEWELED,JEWELED,True,0,7,7
12357,ALCHEMISTS,ALCHEMBTS,False,2,10,9
12358,PSST,PSST,True,0,4,4
12359,LILIA,LILIA,True,0,5,5
12360,MOISTURIZERS,MOSIGHERIZERS,False,4,12,13
12361,PERIWINKLES,PERIWINKLES,True,0,11,11
12362,BODY,BODY,True,0,4,4
12363,ENRICHMENT,ENRICHEMENT,False,1,10,11
12364,HOBGOBLINS,HOBGOBLINS,True,0,10,10
12365,RELIEFS,RELIEFS,True,0,7,7
12366,WIDOW,WIIHOW,False,2,5,6
12367,VELMA,VELMA,True,0,5,5
12368,COMPLEX,COMPLEX,True,0,7,7
12369,FLAMINGS,FLAMINGS,True,0,8,8
12370,SUPPORTER,SUPPORTER,True,0,9,9
12371,RELEASE,RELEASE,True,0,7,7
12372,BOWELL,BOWELL,True,0,6,6
12373,TETONS,TETONS,True,0,6,6
12374,ANTICOMMUNISTS,ANTICOMMUNISTS,True,0,14,14
12375,FIZZING,FIZZING,True,0,7,7
12376,DROWSING,DROWSING,True,0,8,8
12377,DEG,DEG,True,0,3,3
12378,SHELTERED,SHELTERED,True,0,9,9
12379,REBUT,REBUT,True,0,5,5
12380,EASES,EASES,True,0,5,5
12381,DETERGENTS,DETERGENTS,True,0,10,10
12382,PESTLED,PESTLED,True,0,7,7
12383,REVERENDS,CING,False,8,9,4
12384,TUGGED,TUGGED,True,0,6,6
12385,LANDSCAPED,LANDSCAPED,True,0,10,10
12386,MOZILLA,MOZILLA,True,0,7,7
12387,TURNOUT,TURNOUT,True,0,7,7
12388,PLUNDERS,PLURDERS,False,1,8,8
12389,SELVES,SELVES,True,0,6,6
12390,SHAMPOOS,SHAMPOOS,True,0,8,8
